Reported,TimeReported,Location,ReportNum,Occurred,TimeOccurred,IncidentType,Summary,GROUP1,Weekdays
2/6/2015,5:24 PM,EXPOSITION BLVD. PARKING STRUCTURE,1500503,2/6/2015,11:20 PM,VEHICLE CODE,A staff member reported that his parked vehicle was struck by another vehicle inside the location and the driver of the second vehicle did not report the incident or leave any contact information.,ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,8:07 PM,SIGMA NU,1500504,2/6/2015,11:30 PM,TRAFFIC,"A non-USC male drove his vehicle into a student's vehicle, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Saturday
2/6/2015,11:23 PM,32ND ST & FIGUEROA ST,1500505,2/6/2015,2:55 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Saturday
2/6/2015,11:32 PM,MCDONALDS,1500506,2/7/2015,2:35 AM,OBSCENE ACTIVITY,A suspect was arrested for masturbating inside the location.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,2:55 AM,MAY ORMEROD HARRIS RESIDENCE HALL,1500507,2/7/2015,9:44 AM,HEALTH & SAFETY,A student was cited to Judicial Affairs for smoking marijuana inside the location and a second one was cited for uncooperative behavior with DPS officers.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,2:40 AM,UNIVERSITY RESIDENCE HALL,1500508,2/7/2015,2:00 AM,HEALTH & SAFETY,Two students were cited to Judicial Affairs for smoking marijuana inside the location.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,9:44 AM,TROY HALL,1500509,2/5/2015,10:25 AM,SERVICE,A student was transported to a local hospital for medical treatment after breaking out in hives.,ADMIN/SERVICE/COMPLAINT,Friday
2/7/2015,11:41 AM,UNIVERSITY REGENT,1500510,2/7/2015,6:58 AM,DISTURBANCE,A student reported that another student's violent behavior has caused her to fear for her safety.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,10:33 AM,KECK HOSPITAL OF USC,1500511,2/7/2015,1:00 PM,DISTURBANCE,A nurse and a relative of a patient were involved in a confrontation at the location.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,7:01 AM,1211 28TH ST,1500512,2/7/2015,6:15 PM,THEFT-PETTY,A suspect was arrested for removing a package that was delivered to the location.,THEFT,Sunday
2/7/2015,1:28 PM,COLISEUM,1500513,2/7/2015,12:03 AM,VANDALISM,A suspect broke a bus window by throwing a rock at it.,ADMIN/SERVICE/COMPLAINT,Sunday
2/7/2015,6:16 PM,ETHEL PERCY ANDRUS GERONTOLOGY CENTER,1500514,2/8/2015,2:02 AM,SERVICE,A non-USC female was transported to a local hospital for medical treatment after experiencing stomach pains.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,1:35 AM,JEFFERSON BL & VERMONT AVE,1500517,2/8/2015,1:50 AM,SERVICE,A student was provided with first aide after falling and sustaining cuts to his forehead and cheek.,ADMIN/SERVICE/COMPLAINT,Monday
2/9/2015,10:48 AM,KECK HOSPITAL OF USC,1500518,2/8/2015,12:33 AM,ALARM RESPONSE,An intrusion alarm was accidentally activated.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,1:50 AM,COLLEGE RESIDENCE HALL,1500519,2/8/2015,12:00 AM,SUICIDE,A student was transported to a local hospital for psychiatric evaluation after making a statement about wanting to harm himself.,PHYSICAL HARM,Monday
2/8/2015,12:33 AM,KECK HOSPITAL OF USC,1500520,2/8/2015,5:45 AM,ALARM RESPONSE,An intrusion alarm was accidentally activated.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,2:37 AM,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,1500521,2/8/2015,11:02 AM,SERVICE,A student was transported to a local hospital for medical treatment after sustaining an injury to his mouth.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,5:51 AM,LAMBDA CHI ALPHA,1500522,2/8/2015,11:49 AM,BURGLARY,Two students were cited to Judicial Affairs for burglary and vandalism at the location.,THEFT,Monday
2/8/2015,11:02 AM,KENNETH NORRIS JR. CANCER HOSPITAL RESEARCH INSTITUTE,1500523,2/8/2015,3:30 PM,SERVICE,A non-USC female was transported to a local hospital for medical treatment after experiencing difficulty breathing and a rapid heart rate.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,11:49 AM,28TH ST & HOOVER ST,1500524,2/7/2015,6:01 PM,TRAFFIC,"A student driving his personal vehicle collided with a non-USC male driving his personal vehicle, causing moderate damage to both of them.",ADMIN/SERVICE/COMPLAINT,Sunday
2/8/2015,12:44 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500525,2/8/2015,3:02 PM,PROPERTY,A student reported his cellular phone missing.,THEFT,Monday
2/8/2015,1:20 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500526,2/8/2015,12:30 AM,SERVICE,"A non-USC male reported that he found currency at the location, but he refused to turn it over to DPS Lost & Found and insisted that the owner contact him directly.",ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,3:02 PM,1119 29TH ST,1500527,2/8/2015,10:30 PM,SERVICE,A student was examined and released at the scene after fainting.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,2:36 PM,UNIVERSITY GATEWAY APARTMENTS,1500528,2/8/2015,4:00 PM,THEFT-GRAND,"A suspect removed two laptop computers, jewelry, currency and a pair of sunglasses.",THEFT,Monday
2/8/2015,3:25 PM,PHI KAPPA PSI,1500529,2/8/2015,10:30 PM,PROPERTY,A student reported her cellular phone missing.,THEFT,Monday
2/8/2015,5:17 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500530,2/8/2015,8:40 PM,THEFT-PETTY,A suspect removed a cellular phone and a basketball.,THEFT,Monday
2/8/2015,8:41 PM,VIRGINIA RAMO HALL OF MUSIC,1500533,2/8/2015,9:26 PM,SERVICE,A student was examined and released after experiencing difficulty breathing and a severe headache.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,6:39 PM,ADAMS BL & MENLO AV,1500534,2/8/2015,3:08 AM,TRAFFIC,A student was struck by a vehicle while walking near the location.  The student sustained a knee injury and was treated and released at the scene.,ADMIN/SERVICE/COMPLAINT,Monday
2/8/2015,9:26 PM,CENTENNIAL APARTMENTS,1500535,2/9/2015,3:50 AM,EH&S,A fire sprinkler was activated by unknown means and flooded an apartment at the location.,HEALTH & SAFETY,Tuesday
2/9/2015,10:16 AM,1236 30TH ST,1500538,2/8/2015,2:00 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Monday
2/9/2015,11:46 AM,TROJAN HEIGHTS,1500539,2/8/2015,10:00 PM,VANDALISM,A suspect used an unknown object to scratch the paint on a non-USC male's vehicle and also sprayed paint on it.,ADMIN/SERVICE/COMPLAINT,Monday
2/9/2015,1:24 PM,KAPRIELIAN HALL,1500540,2/9/2015,12:50 PM,SERVICE,A student was advised of the counseling services available to her after she was reported to be distraught.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/9/2015,2:13 PM,2666 ORCHARD AVE,1500541,2/7/2015,12:47 PM,VEHICLE CODE,A student reported that she was advised by a witness that her vehicle was struck by a University vehicle while it was parked at the location.  The driver of the University vehicle did not report the incident or leave any contact information at the scene.,ADMIN/SERVICE/COMPLAINT,Sunday
2/9/2015,3:20 PM,GALEN ATHLETIC PAVILION,1500542,2/6/2015,12:30 PM,THEFT-PETTY,A suspect removed a portable TV.,THEFT,Saturday
2/9/2015,5:32 PM,SOCIAL WORK CENTER,1500543,2/9/2015,1:50 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Tuesday
2/9/2015,6:03 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500544,2/9/2015,6:00 PM,WARRANT,A suspect was arrested for an outstanding warrant.,WARRANT,Tuesday
2/9/2015,9:44 PM,28TH ST & FIGUEROA ST,1500545,2/9/2015,9:40 PM,SERVICE,A student was arrested for spousal battery.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/10/2015,9:53 AM,ADAMS BL & SEVERANCE ST,1500547,2/10/2015,9:53 AM,TRAFFIC,A student was struck by a vehicle while riding her bicycle and subsequently transported to a local hospital for medical treatment.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,11:53 AM,OUTSIDE USC AREA,1500548,2/9/2015,3:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Tuesday
2/10/2015,12:34 PM,THE LAB,1500549,2/10/2015,11:45 AM,SERVICE,A staff member fell and injured her head and shin.  The staff member was examined and released at the scene.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,1:18 PM,JEFFERSON BL & MCCLINTOCK AV,1500550,2/10/2015,12:15 PM,VANDALISM,A suspect smashed the rear driver's side window of a student's vehicle.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,2:08 PM,1220 30TH ST,1500551,2/9/2015,11:00 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Tuesday
2/10/2015,2:47 PM,PARKING STRUCTURE A,1500552,2/10/2015,1:20 PM,VEHICLE CODE,A student was cited to Judicial Affairs for possession of a fake ID.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,2:25 PM,THE LORENZO APARTMENTS,1500553,2/10/2015,10:30 AM,VANDALISM,A suspect used unknown means to damage an apartment door frame.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,3:01 PM,DIGITAL COLLABORATORY ANNEX,1500554,2/10/2015,2:45 PM,OBSCENE ACTIVITY,A staff member reported receiving an annoying phone call.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,3:17 PM,THE LORENZO APARTMENTS,1500555,2/9/2015,9:27 AM,BATTERY,A student reported that he was physically assaulted by another student.,PHYSICAL HARM,Tuesday
2/10/2015,4:03 PM,CHILDS WY & WATT WY,1500556,2/10/2015,4:00 PM,THEFT-PETTY,A student was transported to a local hospital for medical treatment after falling and sustaining a cut to his chin.,THEFT,Wednesday
2/10/2015,4:44 PM,PORTLAND VILLA,1500557,2/10/2015,8:00 PM,VEHICLE CODE,A suspect removed a bicycle.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,3:09 PM,1118 37TH DR,1500558,2/10/2015,3:30 PM,TRAFFIC,A student reported that her vehicle was struck by another vehicle while it was parked at the location and the driver of the second vehicle did not report the incident or leave any contact information at the scene.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,3:48 PM,KAPPA ALPHA THETA,1500559,2/10/2015,3:30 PM,VEHICLE CODE,PARKING STRUCTURE C,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,3:59 PM,2714 ORCHARD AV,1500560,2/1/2015,4:00 PM,PROPERTY,A student was struck by a vehicle while riding his bicycle.  The student was not injured.,THEFT,Monday
2/10/2015,7:13 PM,RONALD TUTOR HALL OF ENGINEERING,1500561,2/10/2015,5:00 PM,SERVICE,A student reported that her vehicle was struck by another vehicle while it was parked at the location and the driver of the second vehicle did not report the incident or leave any contact information at the scene.,ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,7:56 PM,JEFFERSON BL & MCCLINTOCK AV,1500562,2/10/2015,7:50 PM,THEFT-GRAND AUTO,A non-USC male reported miscellaneous tools missing.,THEFT,Wednesday
2/10/2015,3:40 PM,KAPRIELIAN HALL,1500563,2/10/2015,12:30 PM,SERVICE,"Officers responded to a report of a bike theft in progress at the location, but the suspects could not be located.",ADMIN/SERVICE/COMPLAINT,Wednesday
2/10/2015,8:59 PM,24TH ST & HOOVER ST,1500564,2/10/2015,8:45 PM,ROBBERY,A suspect removed a scooter parked near the location.,THEFT,Wednesday
2/10/2015,9:04 PM,JEFFERSON BL & FIGUEROA ST,1500565,2/10/2015,6:15 PM,PROPERTY,A student was examined and released at the scene after injuring her toe.,THEFT,Wednesday
2/11/2015,12:05 AM,THOMAS & DOROTHY LEAVEY LIBRARY,1500566,2/2/2015,2:00 PM,SERVICE,A suspect attempted to rob a non-USC male while simulating a weapon in his pocket.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/11/2015,2:43 AM,MCDONALDS,1500567,2/11/2015,2:00 AM,PROPERTY,A student reported her bicycle missing.,THEFT,Thursday
2/10/2015,10:31 PM,ANNENBERG SCHOOL FOR COMMUNICATION,1500568,2/10/2015,10:54 PM,TRESPASS,A student was transported to a local hospital for medical treatment following a possible allergic reaction.,HEALTH & SAFETY,Wednesday
2/11/2015,4:29 AM,COLLEGE RESIDENCE HALL,1500569,2/11/2015,4:00 AM,SERVICE,A student's registered bicycle was recovered and impounded at the DPS office until he could retrieve it.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,11:14 AM,HAZEL & STANLEY HALL FINANCIAL SERVICES BUILDING,1500571,2/11/2015,11:14 AM,SERVICE,Multiple staff members reported that a student's disruptive and threatening behavior has caused them to fear for their safety.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,12:15 PM,HEALTHCARE CENTER 2,1500572,2/11/2015,12:13 PM,DISTURBANCE,A patient caused a disturbance inside the location.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,1:12 PM,CAROL LITTLE BUILDING,1500573,2/11/2015,8:30 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Thursday
2/11/2015,3:10 PM,BLANCHE & FRANK R. SEAVER STUDENT RESIDENCE HALL,1500574,2/11/2015,2:00 PM,PROPERTY,A student reported his cellular phone missing.,THEFT,Thursday
2/11/2015,4:09 PM,36TH PL & VERMONT AV,1500575,2/11/2015,4:05 PM,TRAFFIC,"A student was struck by a vehicle while walking near the location.  The student sustained injuries to his leg, but he declined medical treatment and was released at the scene.",ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,4:27 PM,3717 RAYMOND AV,1500576,2/11/2015,7:00 PM,THEFT-MOTOR VEHICLE,A suspect removed four hub caps.,THEFT,Thursday
2/11/2015,6:02 PM,RONALD TUTOR CAMPUS CENTER,1500577,2/11/2015,6:02 PM,SERVICE,A student reported that she chipped a tooth on food she was eating at the location.  The student declined medical treatment.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,5:14 PM,JEFFERSON BL & HOPE ST,1500578,2/11/2015,5:00 PM,TRAFFIC,"A non-USC male drove a truck into a parked University vehicle, causing minor damage to the University vehicle.",ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,6:20 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500579,2/11/2015,5:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after experiencing chest pains.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,10:37 PM,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,1500580,2/11/2015,7:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after she reported feeling light headed and weak.,ADMIN/SERVICE/COMPLAINT,Thursday
2/11/2015,11:47 PM,ADAMS BL & FIGUEROA ST,1500581,2/11/2015,11:47 PM,NARCOTICS,A suspect was arrested for possession of drug paraphernalia.,SUBSTANCE ABUSE,Thursday
2/12/2015,2:45 AM,UNIVERSITY RELIGIOUS CENTER,1500582,2/12/2015,2:45 AM,PROPERTY,A package containing a possible controlled substance was found at the location and subsequently booked as evidence at S/W station.,THEFT,Friday
2/12/2015,1:43 AM,3819 FLOWER DR,1500583,2/12/2014,1:45 AM,NARCOTICS,A suspect was arrested for an outstanding warrant and possession of drug paraphernalia.,SUBSTANCE ABUSE,Thursday
2/12/2015,9:36 AM,PARKING STRUCTURE A,1500584,2/12/2015,4:00 PM,PROPERTY,A staff member reported his department issued equipment missing.,THEFT,Friday
2/12/2015,9:18 AM,PERTUSATI UNIVERSITY BOOKSTORE,1500585,2/12/2015,8:50 AM,PROPERTY,Currency was found at the location and turned in to DPS Lost & Found.,THEFT,Friday
2/12/2015,9:38 AM,HOFFMAN CONTRACTS RESEARCH BUILDING,1500586,2/12/2015,9:38 AM,PROPERTY,A student reported her USC parking permit missing.,THEFT,Friday
2/12/2015,6:51 AM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500587,2/12/2015,6:00 AM,SERVICE,A student reported receiving numerous text messages and phone calls from her ex boyfriend.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,11:27 AM,UNIVERSITY GATEWAY APARTMENTS,1500588,2/11/2015,7:41 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Thursday
2/12/2015,12:42 PM,32ND ST & UNIVERSITY AV,1500590,2/12/2015,7:30 PM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Friday
2/12/2015,1:50 PM,EXPOSITION BL & FLOWER ST,1500591,2/12/2015,5:00 AM,BURGLARY-MOTOR VEHICLE,A suspect burglarized a vehicle parked at the location.,THEFT,Friday
2/12/2015,3:23 PM,OUTSIDE USC AREA,1500592,2/12/2015,5:00 PM,THEFT-MOTOR VEHICLE,A suspect removed a bicycle.,THEFT,Friday
2/12/2015,11:40 AM,GWYNN WILSON STUDENT UNION,1500593,2/12/2015,11:40 AM,SERVICE,A student was transported to a local hospital for substance abuse treatment.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,4:35 PM,36TH PL & VERMONT AV,1500594,2/12/2015,4:35 PM,SERVICE,A student was examined and released at the scene after falling and injuring her back.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,4:26 PM,RONALD TUTOR CAMPUS CENTER,1500595,2/12/2015,4:10 PM,SERVICE,A student who reported that he was suffering from vertigo was transported to his vehicle and released into the care of his parents.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,5:52 PM,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,1500596,2/12/2015,3:30 PM,PROPERTY,A student reported her bicycle missing.,THEFT,Friday
2/12/2015,4:57 PM,RONALD TUTOR CAMPUS CENTER,1500597,2/12/2015,8:31 AM,THEFT-PETTY,A suspect removed a ring.,THEFT,Friday
2/12/2015,6:14 PM,PERTUSATI UNIVERSITY BOOKSTORE,1500598,2/10/2015,11:00 AM,THEFT-GRAND,A suspect removed a ring.,THEFT,Wednesday
2/12/2015,6:29 PM,THE LORENZO APARTMENTS,1500599,2/11/2015,6:00 PM,THEFT-PETTY,A suspect removed a wallet.,THEFT,Thursday
2/12/2015,7:59 PM,OLIN HALL OF ENGINEERING,1500600,2/12/2015,8:00 PM,TRAFFIC,"A student on a bicycle collided with a University vehicle driven by a staff member, causing no damage.  The student sustained an abrasion to his arm and was treated and released at the scene.",ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,3:29 PM,UNIVERSITY RESIDENCE HALL,1500601,2/12/2015,10:00 AM,THEFT-GRAND,A suspect removed a laptop computer.,THEFT,Friday
2/12/2015,9:21 PM,DEAN BARTLETT CROMWELL FIELD,1500602,2/12/2015,9:15 PM,SERVICE,A student was transported to a local hospital for medical treatment after injuring his knee.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,7:51 PM,PARKING STRUCTURE B,1500603,2/12/2015,7:51 PM,PROPERTY,A University electric cart was damaged when unidentified suspects crashed it into a pole while joyriding.,THEFT,Friday
2/12/2015,10:20 PM,PHYSICAL EDUCATION BUILDING,1500604,2/12/2015,10:15 PM,SERVICE,A student was examined and released at the scene after injuring his ankle.,ADMIN/SERVICE/COMPLAINT,Friday
2/12/2015,11:28 PM,SCHOOL OF CINEMATIC ARTS-BLDG. B,1500605,2/12/2015,11:28 PM,SERVICE,A student experiencing abdominal pains was treated and released at the scene.,ADMIN/SERVICE/COMPLAINT,Friday
2/13/2015,12:10 AM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500606,2/13/2015,12:10 AM,HEALTH & SAFETY,Multiple students were cited to Judicial Affairs for possession of marijuana.,ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,2:02 AM,901 CLUB,1500607,2/13/2015,10:00 PM,VEHICLE CODE,Several students were cited for possession of fake Id's.,ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,1:22 AM,TROY HALL,1500608,2/13/2015,7:00 PM,DISTURBANCE,"A student reported that he has been having on-going problems with his roommates, also students.",ADMIN/SERVICE/COMPLAINT,Saturday
2/12/2015,11:41 PM,37TH ST & GRAND AV,1500609,2/13/2015,11:30 PM,BURGLARY-OTHER,"A suspect was arrested for possession of burglary tools, a stolen bike and drug paraphernalia.",THEFT,Saturday
2/13/2015,11:48 AM,UNIVERSITY PARKING CENTER,1500611,2/13/2015,6:45 PM,PROPERTY,A staff member reported his bicycle missing.,THEFT,Saturday
2/13/2015,1:32 PM,PARKING STRUCTURE A,1500612,2/13/2015,1:10 PM,TRAFFIC,"A staff member backed a University vehicle into a parked University vehicle, causing minor to moderate damage.",ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,2:16 PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1500613,2/13/2015,2:10 PM,SERVICE,A non-USC male was treated and released at the scene after suffering a seizure.,ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,2:11 PM,HEALTHCARE CENTER 1,1500614,2/13/2015,3:00 PM,PROPERTY,A staff member reported a telephone missing.,THEFT,Saturday
2/13/2015,10:27 AM,ALBERT S. RAUBENHEIMER MUSIC FACULTY MEMORIAL BUIL,1500615,2/13/2015,10:55 AM,ASSAULT,A suspect was arrested for threatening a DPS officer.,PHYSICAL HARM,Saturday
2/13/2015,5:18 PM,KECK HOSPITAL OF USC,1500616,2/2/2015,8:00 AM,FORCIBLE SEX OFFENSE,A patient reported that she was touched inappropriately by a lab technician.,SEXUAL ASSAULT,Tuesday
2/13/2015,3:49 PM,THE LORENZO APARTMENTS,1500618,2/13/2015,2:58 PM,BURGLARY,A suspect removed two laptop computers and two wallets.,THEFT,Saturday
2/13/2015,5:12 PM,THE LORENZO APARTMENTS,1500619,2/13/2015,12:00 AM,PROPERTY,A student reported a purse and a pair of sunglasses missing.,THEFT,Saturday
2/13/2015,7:21 PM,PARKING LOT L,1500620,2/13/2015,6:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after sustaining contusions to her forehead and shin while playing soccer.,ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,5:37 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500621,2/13/2015,5:37 PM,DISTURBANCE,Two students were involved in mutual combat at the location.,ADMIN/SERVICE/COMPLAINT,Saturday
2/13/2015,6:14 PM,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,1500622,2/13/2015,6:00 PM,SERVICE,A student was transported to a local hospital for psychiatric evaluation.,ADMIN/SERVICE/COMPLAINT,Saturday
2/14/2015,1:00 AM,29TH ST & ORCHARD AV,1500623,2/14/2015,1:00 AM,VANDALISM,A suspect spray painted graffiti on a wall.,ADMIN/SERVICE/COMPLAINT,Sunday
2/14/2015,1:38 AM,27TH ST & HOOVER ST,1500624,2/14/2015,1:38 AM,ALCOHOL,A student was cited to Judicial Affairs for under age possession of alcohol.,SUBSTANCE ABUSE,Sunday
2/14/2015,1:09 AM,1146 27TH ST,1500625,2/14/2015,1:09 AM,ALCOHOL,A student was transported to a local hospital for medical treatment following an alcohol overdose.,SUBSTANCE ABUSE,Sunday
2/14/2015,2:16 AM,CARL'S JR.,1500626,2/14/2015,2:15 AM,PROPERTY,A suspect was arrested for driving a stolen vehicle.,THEFT,Sunday
2/14/2015,5:20 AM,BLANCHE & FRANK R. SEAVER STUDENT RESIDENCE HALL,1500627,2/14/2015,5:15 AM,SERVICE,A student was transported to a local hospital for medical treatment after aggravating a preexisting shoulder injury.,ADMIN/SERVICE/COMPLAINT,Sunday
2/14/2015,1:10 PM,1211 28TH ST,1500628,1/9/2015,8:00 AM,HARASSMENT,A student reported that he has been the subject of on-going harassment by his estranged wife and her mother.,NON-PHYSICAL,Saturday
2/14/2015,2:31 PM,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,1500629,2/14/2015,2:31 PM,SERVICE,A student was treated and released to seek additional medical treatment on her own after cutting her finger with a scalpel.,ADMIN/SERVICE/COMPLAINT,Sunday
2/14/2015,2:42 PM,1444 28TH ST,1500630,2/14/2015,1:30 AM,THEFT-PETTY,A suspect removed a bicycle.,THEFT,Sunday
2/14/2015,5:09 PM,PARKSIDE APARTMENTS I,1500632,2/14/2015,5:00 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Sunday
2/14/2015,6:00 PM,THOMAS & DOROTHY LEAVEY LIBRARY,1500633,2/14/2015,3:30 PM,PROPERTY,A student reported his bicycle missing.,THEFT,Sunday
2/14/2015,6:19 PM,30TH ST & ORCHARD ST,1500634,2/14/2015,6:15 PM,TRAFFIC,"A non-USC male driving his personal vehicle collided with a student driving his personal vehicle, causing unspecified damage.",ADMIN/SERVICE/COMPLAINT,Sunday
2/14/2015,1:28 AM,DAVID X. MARKS RESIDENCE HALL,1500635,2/14/2015,1:17 AM,ALCOHOL,A student was transported to a local hospital for medical treatment following an alcohol overdose.,SUBSTANCE ABUSE,Sunday
2/15/2015,2:09 AM,2678 MENLO AV,1500637,2/15/2015,2:09 AM,DOMESTIC VIOLENCE,A student was assaulted by another student near the location.,PHYSICAL HARM,Monday
2/14/2015,10:47 PM,JEFFERSON BL & HOOVER ST,1500638,2/15/2015,10:47 PM,SERVICE,A non-USC male was transported to a local hospital for medical treatment after injuring his nose while being detained inside a LAPD vehicle.,ADMIN/SERVICE/COMPLAINT,Monday
2/15/2015,9:33 AM,OUTSIDE USC AREA,1500639,2/14/2015,4:30 PM,TRAFFIC,A non-USC female drove her vehicle into a parked University vehicle which then struck another parked vehicle.  There was major damage to the University vehicle.,ADMIN/SERVICE/COMPLAINT,Sunday
2/15/2015,12:56 PM,PARKING STRUCTURE C,1500640,2/15/2015,12:50 PM,TRAFFIC,"A student drove her vehicle into an exit gate, causing major damage to her vehicle and minor damage to the gate.",ADMIN/SERVICE/COMPLAINT,Monday
2/15/2015,3:52 PM,PARKSIDE APARTMENTS I,1500642,2/15/2015,3:52 PM,FIRE,A fire alarm was activated from a pull station.,HEALTH & SAFETY,Monday
2/15/2015,3:14 PM,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,1500643,2/14/2015,9:41 AM,THEFT-PETTY,A suspect removed a package sent to a student at the location.,THEFT,Sunday
2/15/2015,4:25 PM,GENERAL WILLIAM LYON UNIVERSITY CENTER,1500644,2/15/2015,4:00 PM,SERVICE,A student was examined and released after fainting at the location.,ADMIN/SERVICE/COMPLAINT,Monday
2/15/2015,4:53 PM,DELTA CHI,1500645,2/14/2015,4:30 AM,BURGLARY,"Two suspects rummaged through packages inside the location, but did not remove any property.",THEFT,Sunday
2/15/2015,8:37 PM,2656 ELLENDALE PL,1500646,2/16/2015,7:00 PM,SERVICE,A student was transported to a local hospital for medical treatment after tearing a toenail.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/16/2015,1:58 AM,PARKING STRUCTURE ONE,1500647,2/16/2015,1:57 AM,THEFT-PETTY,A suspect removed a backpack.,THEFT,Tuesday
2/15/2015,11:38 PM,28TH ST & HOOVER ST,1500648,2/15/2015,11:10 PM,SERVICE,A security guard reported that a suspect in a vehicle flashed gang signs at her while she was working at the location.,ADMIN/SERVICE/COMPLAINT,Monday
2/16/2015,5:02 AM,ICON PLAZA,1500649,2/16/2015,4:30 AM,SERVICE,A student was referred to an on-call counselor at the Student Counseling Center after expressing suicidal thoughts to a friend.,ADMIN/SERVICE/COMPLAINT,Tuesday
2/16/2015,7:29 AM,STARDUST APARTMENTS,1500650,2/9/2015,12:00 AM,THEFT-PETTY,A suspect removed a package delivered to the location.,THEFT,Tuesday
2/16/2015,12:24 PM,32ND ST & ROYAL ST,1500651,2/16/2015,10:00 PM,BURGLARY-MOTOR VEHICLE,A suspect ransacked the interior of a student's vehicle.,THEFT,Tuesday
